Reg. Date,Property Name,Street,Block,Floor,Flat,Price$(M),Build Size(feet),Actual Size(feet),Price/sq.ft,Building age(year),Type
2019-07-24,,APLIU ST,,03,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,01,R.P.,4.04,,,,,ASSIGN
2019-07-24,,APLIU ST,,01,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,05,,8.15,,,,,ASSIGN
2019-07-24,,APLIU ST,,05,F.P.,4.82,,,,,ASSIGN
2019-07-24,,APLIU ST,,G,,37.5,,,,,ASSIGN
2019-07-24,,APLIU ST,,04,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,03,R.P.,3.39,,,,,ASSIGN
2019-07-24,,APLIU ST,,05,R.P.,4.6,,,,45.0,ASSIGN
2019-07-24,KIN WO COURT,YU CHAU ST,,03,A,3.98,,,,33.0,ASSIGN
2019-07-24,KA ON BLDG,POPLAR ST,,14,C,3.88,270,203.0,14370.0,40.0,ASSIGN
2019-07-24,CHI WING COURT,KIU KIANG ST,,10,B,3.25,362,,8977.0,37.0,ASSIGN
2019-07-24,,APLIU ST,,02,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,02,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,M,,30.0,,,,,ASSIGN
2019-07-24,,APLIU ST,,,,57.5,,,,,ASSIGN
2019-07-24,,APLIU ST,,G,,37.5,,,,,ASSIGN
2019-07-24,,APLIU ST,,01,,7.53,,,,,ASSIGN
2019-07-24,,APLIU ST,,01,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,01,R.P.,4.04,,,,,ASSIGN
2019-07-24,,APLIU ST,,02,R.P.,3.39,,,,,ASSIGN
2019-07-24,,APLIU ST,,03,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,04,F.P.,3.83,,,,,ASSIGN
2019-07-24,,APLIU ST,,02,R.P.,3.39,,,,,ASSIGN
2019-07-24,CHI WING COURT,KIU KIANG ST,,10,B,3.25,362,,8977.0,37.0,ASSIGN
2019-07-24,KA ON BLDG,POPLAR ST,,14,C,3.88,270,203.0,14370.0,40.0,ASSIGN
2019-07-24,,APLIU ST,,G,,30.0,,,,,ASSIGN
2019-07-30,THE MERRYLANDS,TAI PO RD,,06,D,5.8,,,,19.0,ASP
2019-07-30,GOLDEN COURT,FUK WING ST,,05,H,3.5,380.0,297.0,9210.0,27.0,MEM-ASP
2019-07-30,中國船舶大廈,CHEUNG SHA WAN RD,,02,,250.0,,,,,ASSIGN
2019-07-30,MONTE CARLTON,TAI PO RD,,B,B96,0.7,,,,19.0,PRE-ASP
2019-07-30,SHUNG TAK BLDG,TAI NAN ST,,05,01,5.0,,,,54.0,ASP
2019-07-30,ONE NEW YORK,CASTLE PEAK RD,,11,A,6.3,,,,,ASSIGN
2019-07-30,,KWEILIN ST,,04,,4.3,,,,62.0,ASSIGN
2019-07-31,CHEONG LEE BLDG,CASTLE PEAK RD,,07,B,0.75,219.0,180.0,3424.0,43.0,ASSIGN
2019-07-31,WAI BUN BLDG,PEI HO ST,,,E,0.2,,,,54.0,PRO-ASP
2019-07-31,LUN MAY BLDG,CASTLE PEAK RD,,18,C,2.92,,,,36.0,ASSIGN
2019-08-02,LEE SHING HSE,CHEUNG SHA WAN RD,,01,A,3.95,,,,,ASP
2019-08-02,EMERALD TWENTY EIGHT,TAI PO RD,,07,B,12.5,,,,65.0,ASP
2019-08-02,THE ASCENT,SHUN NING RD,,29,A,9.8,,,,,ASSIGN
2019-08-02,KIU FAI BLDG,KIU YAM ST,,09,G,6.3,,,,37.0,ASSIGN
2019-08-02,PREMIER CTR,CHEUNG SHUN ST,,13,04,4.5,,,,26.0,ASSIGN
2019-08-02,麗翠苑,LAI CHI KOK RD,BLK 01,26,14,1.16,,,,,ASP
2019-08-02,HANG TAT BLDG,TAI NAN ST,,10,,3.8,,,,,PRO-ASP
2019-08-02,SCENIC COURT,SHUN NING RD,,02,B,4.0,431.0,340.0,9280.0,29.0,ASSIGN
2019-08-02,LEE SHING HSE,CHEUNG SHA WAN RD,,01,A,3.95,,,,,ASP
2019-08-02,,FUK WA ST,,G,,13.75,,,,,ASP
2019-08-02,EMERALD TWENTY EIGHT,TAI PO RD,,07,B,12.5,,,,65.0,ASP
2019-08-02,THE ASCENT,SHUN NING RD,,29,A,9.8,,,,,ASSIGN
2019-08-02,KIU FAI BLDG,KIU YAM ST,,09,G,6.3,,,,37.0,ASSIGN
2019-08-02,PREMIER CTR,CHEUNG SHUN ST,,13,04,4.5,,,,26.0,ASSIGN
2019-08-02,麗翠苑,LAI CHI KOK RD,BLK 01,26,14,1.16,,,,,ASP
2019-08-02,KA WUI BLDG,FUK WING ST,,03,B,4.0,,425.0,,50.0,MEM-ASP
2019-08-02,HANG TAT BLDG,TAI NAN ST,,10,,3.8,,,,,PRO-ASP
2019-08-02,,FUK WA ST,,G,,13.75,,,,,ASP
2019-08-02,SCENIC COURT,SHUN NING RD,,02,B,4.0,431.0,340.0,9280.0,29.0,ASSIGN
2019-08-02,KA WUI BLDG,FUK WING ST,,03,B,4.0,,425.0,,50.0,MEM-ASP
2019-08-02,KA WUI BLDG,FUK WING ST,,03,B,4.0,,425.0,,50.0,MEM-ASP
2019-08-02,SCENIC COURT,SHUN NING RD,,02,B,4.0,431.0,340.0,9280.0,29.0,ASSIGN
2019-08-02,,FUK WA ST,,G,,13.75,,,,,ASP
2019-08-02,LEE SHING HSE,CHEUNG SHA WAN RD,,01,A,3.95,,,,,ASP
2019-08-02,EMERALD TWENTY EIGHT,TAI PO RD,,07,B,12.5,,,,65.0,ASP
2019-08-02,THE ASCENT,SHUN NING RD,,29,A,9.8,,,,,ASSIGN
2019-08-02,KIU FAI BLDG,KIU YAM ST,,09,G,6.3,,,,37.0,ASSIGN
2019-08-02,PREMIER CTR,CHEUNG SHUN ST,,13,04,4.5,,,,26.0,ASSIGN
2019-08-02,麗翠苑,LAI CHI KOK RD,BLK 01,26,14,1.16,,,,,ASP
2019-08-02,KA WUI BLDG,FUK WING ST,,03,B,4.0,,425.0,,50.0,MEM-ASP
2019-08-02,HANG TAT BLDG,TAI NAN ST,,10,,3.8,,,,,PRO-ASP
2019-08-02,SCENIC COURT,SHUN NING RD,,02,B,4.0,431.0,340.0,9280.0,29.0,ASSIGN
2019-08-02,,FUK WA ST,,G,,13.75,,,,,ASP
2019-08-02,LEE SHING HSE,CHEUNG SHA WAN RD,,01,A,3.95,,,,,ASP
2019-08-02,EMERALD TWENTY EIGHT,TAI PO RD,,07,B,12.5,,,,65.0,ASP
2019-08-02,THE ASCENT,SHUN NING RD,,29,A,9.8,,,,,ASSIGN
2019-08-02,KIU FAI BLDG,KIU YAM ST,,09,G,6.3,,,,37.0,ASSIGN
2019-08-02,PREMIER CTR,CHEUNG SHUN ST,,13,04,4.5,,,,26.0,ASSIGN
2019-08-02,麗翠苑,LAI CHI KOK RD,BLK 01,26,14,1.16,,,,,ASP
2019-08-02,HANG TAT BLDG,TAI NAN ST,,10,,3.8,,,,,PRO-ASP
2019-08-07,,APLIU ST,,2,A,5.25,,,,,ASSIGN
2019-08-07,CITY REGALIA,YEE KUK ST,,19,C,5.9,481,,12266.0,17.0,ASP
2019-08-07,,APLIU ST,,2,A,5.25,,,,,ASSIGN
2019-08-07,,APLIU ST,,2,A,5.25,,,,,ASSIGN
2019-08-07,CITY REGALIA,YEE KUK ST,,19,C,5.9,481,,12266.0,17.0,ASP
2019-08-07,CITY REGALIA,YEE KUK ST,,19,C,5.9,481,,12266.0,17.0,ASP
2019-08-08,MANOR CTR,UN CHAU ST,BLK 03,12,E,5.78,,,,34.0,ASP
2019-08-08,喜漾,UN CHAU ST,BLK 01,32,D,12.0,,695.0,,,ASSIGN
2019-08-08,麗翠苑,LAI CHI KOK RD,BLK 03,18,16,1.09,,,,,ASP
2019-08-08,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,3,327,1.05,,,,38.0,ASSIGN
2019-08-08,,CASTLE PEAK RD,,1,B,2.92,,,,,ASP
2019-08-08,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,10,05,4.6,Appr 715,,6433.0,37.0,ASSIGN
2019-08-08,CHIU TAK MANS,CASTLE PEAK RD,,5,B,4.3,,,,39.0,ASSIGN
2019-08-08,MANOR CTR,UN CHAU ST,BLK 03,12,E,5.78,,,,34.0,ASP
2019-08-08,喜漾,UN CHAU ST,BLK 01,32,D,12.0,,695.0,,,ASSIGN
2019-08-08,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,3,327,1.05,,,,38.0,ASSIGN
2019-08-08,,CASTLE PEAK RD,,1,B,2.92,,,,,ASP
2019-08-08,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,10,05,4.6,Appr 715,,6433.0,37.0,ASSIGN
2019-08-08,CHIU TAK MANS,CASTLE PEAK RD,,5,B,4.3,,,,39.0,ASSIGN
2019-08-08,,FUK WA ST,,2,,5.15,,452.0,,59.0,ASP
2019-08-08,麗翠苑,LAI CHI KOK RD,BLK 03,18,16,1.09,,,,,ASP
2019-08-08,,FUK WA ST,,2,,5.15,,452.0,,59.0,ASP
2019-08-08,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,3,327,1.05,,,,38.0,ASSIGN
2019-08-08,喜漾,UN CHAU ST,BLK 01,32,D,12.0,,695.0,,,ASSIGN
2019-08-08,麗翠苑,LAI CHI KOK RD,BLK 03,18,16,1.09,,,,,ASP
2019-08-08,,CASTLE PEAK RD,,1,B,2.92,,,,,ASP
2019-08-08,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,10,05,4.6,Appr 715,,6433.0,37.0,ASSIGN
2019-08-08,CHIU TAK MANS,CASTLE PEAK RD,,5,B,4.3,,,,39.0,ASSIGN
2019-08-08,MANOR CTR,UN CHAU ST,BLK 03,12,E,5.78,,,,34.0,ASP
2019-08-08,,FUK WA ST,,2,,5.15,,452.0,,59.0,ASP
2019-08-12,麗翠苑,LAI CHI KOK RD,BLK 03,13,11,1.75,,,,,ASP
2019-08-12,麗翠苑,LAI CHI KOK RD,BLK 04,18,03,2.33,,,,,ASP
2019-08-12,喜薈,CASTLE PEAK RD,BLK 02,18,E,7.1,,,,,ASSIGN
2019-08-12,YIU FAI MANS,TSAP FAI ST,,10,B,3.89,316.0,219.0,12310.0,31.0,ASSIGN
2019-08-12,KA WUI BLDG,FUK WING ST,,4,H,4.6,,,,50.0,ASSIGN
2019-08-13,NGUN HOI MANS,HAI TAN ST,,2,B,4.88,403.0,280.0,12109.0,28.0,ASP
2019-08-13,麗翠苑,LAI CHI KOK RD,BLK 03,27,10,1.82,,,,,ASP
2019-08-13,YUK SING HSE,KWEILIN ST,,3,A,4.9,,,,55.0,ASSIGN
2019-08-13,Heya,PO ON RD,BLK 02,27,A,9.0,634.0,510.0,14195.0,,ASP
2019-08-13,ON NING BLDG,CASTLE PEAK RD,,8,F,3.3,,,,37.0,ASP
2019-08-13,麗翠苑,LAI CHI KOK RD,BLK 03,35,09,1.83,,,,,ASP
2019-08-13,YEE WAH COURT,FUK WA ST,,7,A,5.0,,,,22.0,ASP
2019-08-13,HANG SHING BLDG,CHEUNG SHA WAN RD,,9,,6.7,,,,56.0,ASSIGN
2019-08-14,CHEONG FOK HSE,APLIU ST,,11,A,3.7,,270.0,,48.0,ASSIGN
2019-08-14,麗翠苑,LAI CHI KOK RD,BLK 02,4,05,1.07,,,,,ASP
2019-08-14,PENTA HSE,TAI PO RD,,7,E,3.88,,350.0,,57.0,ASSIGN
2019-08-14,海柏匯,TUNG CHAU ST,,15,E,5.69,,,,,ASP
2019-08-14,喜韻,CASTLE PEAK RD,BLK 02,35,B,7.8,,459.0,,,ASP
2019-08-14,FUNG YAT COURT,KIU KIANG ST,,11,B,3.9,314.0,,12420.0,24.0,ASP
2019-08-14,CHEONG LEE BLDG,CASTLE PEAK RD,,8,B,1.9,219.0,180.0,8675.0,43.0,ASP
2019-08-14,THE ADDITION,UN CHAU ST,,15,H,5.27,,,,,ASP
2019-08-14,,APLIU ST,,7,,3.85,,,,,ASSIGN
2019-08-14,麗翠苑,LAI CHI KOK RD,BLK 04,15,03,2.31,,,,,ASP
2019-08-14,,YEN CHOW ST,,8,,0.93,,,,57.0,ASSIGN
2019-08-14,曉珀,BOUNDARY ST,,16,B,9.8,,479.0,,,ASSIGN
2019-08-14,海柏匯,TUNG CHAU ST,,11,B,4.1,,,,,ASP
2019-08-14,KIU FAI BLDG,KIU YAM ST,,11,G,7.0,543.0,473.0,12891.0,37.0,ASP
2019-08-14,CAMPION COURT,CHEUNG WAH ST,,3,A,5.55,516.0,361.0,10755.0,23.0,ASSIGN
2019-08-14,HONG PO BLDG,TAI PO RD,,2,C,4.3,,,,40.0,ASSIGN
2019-08-14,HANFAST BLDG,PEI HO ST,,12,B,2.5,,,,36.0,ASSIGN
2019-08-16,YIU FAI MANS,TSAP FAI ST,,2,D,0.74,338.0,235,2210.0,31.0,R/ASSIGN
2019-08-16,CHEONG FAT FTY BLDG,UN CHAU ST,,8,A,17.0,,Appr 2755,,57.0,ASSIGN
2019-08-16,SHUNG TAK BLDG,TAI NAN ST,,5,01,5.0,,,,54.0,ASSIGN
2019-08-16,,TAI PO RD,,3,,5.0,,,,,ASSIGN
2019-08-16,COMFORT COURT,HAI TAN ST,,11,A,4.19,392.0,,10688.0,28.0,ASP
2019-08-16,,YEE KUK ST,,1,B,1.6,,,,,ASSIGN
2019-08-16,,YEE KUK ST,,1,A,1.6,,,,,ASSIGN
2019-08-16,FUK YEE BLDG,FUK WING ST,,11,A,5.02,479.0,362,10480.0,31.0,ASP
2019-08-16,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,17,12,1.98,,,,,ASSIGN
2019-08-16,GOLDEN CELL COURT,CASTLE PEAK RD,,7,A,5.83,,,,28.0,ASSIGN
2019-08-19,CHI FUNG COURT,YEE KUK ST,,5,C,2.73,224.0,,12187.0,37.0,ASSIGN
2019-08-19,SOUTHERN LODGE,UN CHAU ST,,23,B,10.85,968.0,717.0,11208.0,,ASP
2019-08-19,CHI FUNG COURT,YEE KUK ST,,5,C,2.73,224.0,,12187.0,37.0,ASSIGN
2019-08-19,SOUTHERN LODGE,UN CHAU ST,,23,B,10.85,968.0,717.0,11208.0,,ASP
2019-08-20,YU CHAU BLDG,SHEK KIP MEI ST,,9,,5.45,,602.0,,56.0,MEM-ASP
2019-08-20,YU CHAU BLDG,SHEK KIP MEI ST,,9,,5.45,,602.0,,56.0,MEM-ASP
2019-08-20,HONG FAI BLDG,WING HONG ST,BLK A,10,02,3.8,,,,35.0,ASSIGN
2019-08-20,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,8,31,0.44,,,,,ASSIGN
2019-08-20,麗翠苑,LAI CHI KOK RD,BLK 02,32,18,2.9,,,,,ASP
2019-08-20,NAM CHEONG EST,昌新里,BLK 03 昌謙樓,8,15,0.55,,,,,ASSIGN
2019-08-20,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,6,11,0.44,,,,,ASSIGN
2019-08-20,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,13,15,0.29,,,,,ASSIGN
2019-08-20,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,6,11,0.44,,,,,ASSIGN
2019-08-20,SUNNY COURT,CASTLE PEAK RD,,11,B,4.0,362.0,239.0,11049.0,25.0,ASP
2019-08-20,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,13,15,0.29,,,,,ASSIGN
2019-08-20,CHEUNG ON BLDG,YU CHAU ST,,2,B,1.0,,,,50.0,ASSIGN
2019-08-20,NAM CHEONG EST,昌新里,BLK 03 昌謙樓,8,15,0.55,,,,,ASSIGN
2019-08-20,麗翠苑,LAI CHI KOK RD,BLK 02,32,18,2.9,,,,,ASP
2019-08-20,SUNNY COURT,CASTLE PEAK RD,,11,B,4.0,362.0,239.0,11049.0,25.0,ASP
2019-08-20,HONG FAI BLDG,WING HONG ST,BLK A,10,02,3.8,,,,35.0,ASSIGN
2019-08-20,CHEUNG FAT MANS,CHEUNG FAT ST,,5,G,2.8,,,,61.0,ASP
2019-08-20,晉嶺,SAI YEUNG CHOI ST N,,32,C,7.7,,429.0,,5.0,ASSIGN
2019-08-20,,KIM SHIN LANE,,7,,3.24,,518.0,,58.0,ASP
2019-08-20,LEI CHENG UK EST,FAT TSEUNG ST,BLK 07 和睦樓,12,19,5.08,,,,,ASP
2019-08-20,晉嶺,SAI YEUNG CHOI ST N,,3,B,4.4,317.0,,13880.0,5.0,ASP
2019-08-20,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,8,31,0.44,,,,,ASSIGN
2019-08-20,麗翠苑,LAI CHI KOK RD,BLK 03,28,16,1.12,,,,,ASP
2019-08-21,,CASTLE PEAK RD,,5,,6.2,,,,,ASSIGN
2019-08-21,GOLD MING BLDG,YU CHAU ST,,10,A,3.65,,,,29.0,ASP
2019-08-21,TSE WAN MANS,SHEK KIP MEI ST,,11,03,4.0,,369.0,,55.0,ASSIGN
2019-09-03,YEE KOK COURT,CHEUNG SHA WAN RD,BLK A 怡樂閣,11,02,6.5,685.0,530.0,9489.0,39.0,ASSIGN
2019-09-03,SHEUNG WING BLDG,KIU KIANG ST,,2,,1.5,,,,54.0,ASSIGN
2019-09-03,GOLDTOP GDN,CAMP ST,,2,A,4.65,,,,28.0,ASSIGN
2019-09-04,,CASTLE PEAK RD,,3,,10.0,,,,,ASP
2019-09-04,丰滙,LAI CHI KOK RD,BLK 02,11,B,9.16,,601.0,,,ASSIGN
2019-09-04,SHAM TSUNG COURT,WONG CHUK ST,,11,F,5.0,447.0,,11185.0,37.0,ASP
2019-09-04,NAM CHEONG EST,昌新里,BLK 05 昌逸樓,9,14,0.94,,,,,ASSIGN
2019-09-04,,FUK WING ST,,1,,3.2,,,,,ASSIGN
2019-09-04,MANOR CTR,UN CHAU ST,BLK 04,2,D,4.7,341.0,,13782.0,33.0,ASSIGN
2019-09-04,丰滙,LAI CHI KOK RD,BLK 01,8,A,12.28,,713.0,,,PRE-ASP
2019-09-04,PO LAI COURT,PO ON RD,BLK B 寶澤閣,1,03,5.85,,,,33.0,ASP
2019-09-04,THE ADDITION,UN CHAU ST,,5,H,4.87,,,,,ASP
2019-09-05,,YEE KUK ST,,05,,8.98,,,,,ASP
2019-09-05,,YEE KUK ST,,02,,10.68,,,,,ASP
2019-09-05,,YEE KUK ST,,G,,25.0,,,,,ASP
2019-09-05,KA TO FTY BLDG,CHEUNG YUE ST,,03,B10,1.96,,,,43.0,ASSIGN
2019-09-05,,YEE KUK ST,,G,,28.0,,,,,ASP
2019-09-05,,YEE KUK ST,,04,,9.86,,,,,ASP
2019-09-05,,YEE KUK ST,,03,,10.29,,,,,ASP
2019-09-05,,YEE KUK ST,,05,,8.98,,,,,ASP
2019-09-06,,YEE KUK ST,,04,,9.37,,,,,ASP
2019-09-06,LEI CHENG UK EST,FAT TSEUNG ST,BLK 05 禮讓樓,08,03,3.4,,,,,ASP
2019-09-06,,YEE KUK ST,,05,,8.45,,,,,ASP
2019-09-06,,YEE KUK ST,,G,,25.0,,Appr 770,,,ASP
2019-09-06,,YEE KUK ST,,04,,9.37,,,,,ASP
2019-09-06,,YEE KUK ST,,G,,25.0,,Appr 770,,,ASP
2019-09-06,,YEE KUK ST,,04,,9.37,,,,,ASP
2019-09-06,,YEE KUK ST,,02,,10.12,,,,,ASP
2019-09-06,,YEE KUK ST,,01,C,2.86,,,,,ASP
2019-09-06,,YEE KUK ST,,03,,9.78,,,,,ASP
2019-09-06,,KI LUNG ST,,,,35.0,,,,,ASP
2019-09-06,THE MERRYLANDS,TAI PO RD,,06,B,4.0,512.0,,7812.0,19.0,MEM-ASP
2019-09-06,LEI CHENG UK EST,FAT TSEUNG ST,BLK 05 禮讓樓,08,03,3.4,,,,,ASP
2019-09-06,,YEE KUK ST,,05,,8.45,,,,,ASP
2019-09-06,,YEE KUK ST,,02,,10.12,,,,,ASP
2019-09-06,,YEE KUK ST,,01,C,2.86,,,,,ASP
2019-09-06,,YEE KUK ST,,03,,9.78,,,,,ASP
2019-09-06,,YEE KUK ST,,05,,8.45,,,,,ASP
2019-09-06,LEI CHENG UK EST,FAT TSEUNG ST,BLK 05 禮讓樓,08,03,3.4,,,,,ASP
2019-09-06,Heya,PO ON RD,BLK 02,27,D,8.6,567.0,457,15167.0,,ASSIGN
2019-09-06,THE MERRYLANDS,TAI PO RD,,06,B,4.0,512.0,,7812.0,19.0,MEM-ASP
2019-09-06,,KI LUNG ST,,,,35.0,,,,,ASP
2019-09-06,,YEE KUK ST,,03,,9.78,,,,,ASP
2019-09-06,,YEE KUK ST,,01,C,2.86,,,,,ASP
2019-09-06,,YEE KUK ST,,02,,10.12,,,,,ASP
2019-09-06,,YEE KUK ST,,04,,9.37,,,,,ASP
2019-09-06,,YEE KUK ST,,G,,25.0,,Appr 770,,,ASP
2019-09-06,,YEE KUK ST,,02,,10.12,,,,,ASP
2019-09-06,Heya,PO ON RD,BLK 02,27,D,8.6,567.0,457,15167.0,,ASSIGN
2019-09-06,THE MERRYLANDS,TAI PO RD,,06,B,4.0,512.0,,7812.0,19.0,MEM-ASP
2019-09-06,Heya,PO ON RD,BLK 02,27,D,8.6,567.0,457,15167.0,,ASSIGN
2019-09-06,,YEE KUK ST,,03,,9.78,,,,,ASP
2019-09-06,,KI LUNG ST,,,,35.0,,,,,ASP
2019-09-06,,KI LUNG ST,,,,35.0,,,,,ASP
2019-09-06,SIU WAI IND CTR,WING HONG ST,,1,02,16.94,,,,29.0,ASSIGN
2019-09-06,HONG KONG IND CTR,CASTLE PEAK RD,BLK B,7,B14,9.09,,,,38.0,ASSIGN
2019-09-06,,YEE KUK ST,,2,,10.68,,,,,ASP
2019-09-06,,YEE KUK ST,,1,D,2.78,,,,,ASP
2019-09-06,,YEE KUK ST,,4,,9.37,,,,,ASP
2019-09-06,,YEE KUK ST,,1,,10.12,,,,,ASP
2019-09-06,THE MERRYLANDS,TAI PO RD,,06,B,4.0,512.0,,7812.0,19.0,MEM-ASP
2019-09-06,Heya,PO ON RD,BLK 02,27,D,8.6,567.0,457,15167.0,,ASSIGN
2019-09-06,WAI YIP BLDG,SHEK KIP MEI ST,,5,H,3.8,,268.0,,44.0,ASSIGN
2019-09-06,,YEE KUK ST,,05,,8.45,,,,,ASP
2019-09-06,LEI CHENG UK EST,FAT TSEUNG ST,BLK 05 禮讓樓,08,03,3.4,,,,,ASP
2019-09-06,,YEE KUK ST,,2,,10.12,,,,,ASP
2019-09-06,,YEE KUK ST,,01,C,2.86,,,,,ASP
2019-09-06,,YEE KUK ST,,02,,10.12,,,,,ASP
2019-09-06,,YEE KUK ST,,04,,9.37,,,,,ASP
2019-09-06,,YEE KUK ST,,G,,25.0,,Appr 770,,,ASP
2019-09-06,,YEE KUK ST,,05,,8.45,,,,,ASP
2019-09-06,,YEE KUK ST,,01,C,2.86,,,,,ASP
2019-09-06,LEI CHENG UK EST,FAT TSEUNG ST,BLK 05 禮讓樓,08,03,3.4,,,,,ASP
2019-09-06,THE MERRYLANDS,TAI PO RD,,06,B,4.0,512.0,,7812.0,19.0,MEM-ASP
2019-09-06,,YEE KUK ST,,G,,25.0,,Appr 770,,,ASP
2019-09-06,,KI LUNG ST,,,,35.0,,,,,ASP
2019-09-06,,YEE KUK ST,,03,,9.78,,,,,ASP
2019-09-06,Heya,PO ON RD,BLK 02,27,D,8.6,567.0,457,15167.0,,ASSIGN
2019-09-06,曉盈,FUK WING ST,,16,D,8.3,,518.0,,56.0,PRO-ASP
2019-09-09,THE SHUNNING COURT,SHUN NING RD,,1,,8.3,,,,,PRE-ASP
2019-09-10,,CASTLE PEAK RD,,04,,4.0,,,,,ASP
2019-09-10,,CASTLE PEAK RD,,04,,4.0,,,,,ASP
2019-09-10,,CASTLE PEAK RD,,04,,4.0,,,,,ASP
2019-09-11,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,03,325,1.02,,,,38.0,ASSIGN
2019-09-11,豐盛居,PO ON RD,,22,D,8.2,671.0,498.0,12220.0,12.0,ASSIGN
2019-09-11,,CASTLE PEAK RD,,01,,2.0,,,,,ASSIGN
2019-09-11,海柏匯,TUNG CHAU ST,,28,C,6.0,,276.0,,,ASSIGN
2019-09-11,,KWEILIN ST,,08,C,3.35,,628.0,,57.0,ASSIGN
2019-09-11,MONTE CARLTON,TAI PO RD,,B,B96,0.7,,,,19.0,ASSIGN
2019-09-11,麗翠苑,LAI CHI KOK RD,BLK 04,20,16,1.13,,,,,ASP
2019-09-11,KA MING COURT,CASTLE PEAK RD,,10,E20,0.35,,,,50.0,MEM-ASP
2019-09-11,VILLA CARLTON,TAI PO RD,,B01,01,0.73,,,,20.0,ASP
2019-09-11,KA MING COURT,CASTLE PEAK RD,,10,E20,0.35,,,,50.0,MEM-ASP
2019-09-11,,CASTLE PEAK RD,,01,,2.0,,,,,ASSIGN
2019-09-11,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,03,325,1.02,,,,38.0,ASSIGN
2019-09-11,,KWEILIN ST,,08,C,3.35,,628.0,,57.0,ASSIGN
2019-09-11,豐盛居,PO ON RD,,22,D,8.2,671.0,498.0,12220.0,12.0,ASSIGN
2019-09-11,VILLA CARLTON,TAI PO RD,,B01,01,0.73,,,,20.0,ASP
2019-09-11,MONTE CARLTON,TAI PO RD,,B,B96,0.7,,,,19.0,ASSIGN
2019-09-11,KA MING COURT,CASTLE PEAK RD,,10,E20,0.35,,,,50.0,MEM-ASP
2019-09-11,麗翠苑,LAI CHI KOK RD,BLK 04,20,16,1.13,,,,,ASP
2019-09-11,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,03,325,1.02,,,,38.0,ASSIGN
2019-09-11,,KWEILIN ST,,08,C,3.35,,628.0,,57.0,ASSIGN
2019-09-11,海柏匯,TUNG CHAU ST,,28,C,6.0,,276.0,,,ASSIGN
2019-09-11,MONTE CARLTON,TAI PO RD,,B,B96,0.7,,,,19.0,ASSIGN
2019-09-11,麗翠苑,LAI CHI KOK RD,BLK 04,20,16,1.13,,,,,ASP
2019-09-11,VILLA CARLTON,TAI PO RD,,B01,01,0.73,,,,20.0,ASP
2019-09-11,海柏匯,TUNG CHAU ST,,28,C,6.0,,276.0,,,ASSIGN
2019-09-11,,CASTLE PEAK RD,,01,,2.0,,,,,ASSIGN
2019-09-11,豐盛居,PO ON RD,,22,D,8.2,671.0,498.0,12220.0,12.0,ASSIGN
2019-09-12,KIU CHAU BLDG,KIU KIANG ST,,3,C,3.55,,,,37.0,ASP
2019-09-12,,CASTLE PEAK RD,,3,,3.8,,,,,ASSIGN
2019-09-12,麗翠苑,LAI CHI KOK RD,BLK 02,16,05,1.13,,,,,ASP
2019-09-12,KAM SHA MANS,CHEUNG SHA WAN RD,,6,,1.5,,,,55.0,ASSIGN
2019-09-12,青薈,CASTLE PEAK RD,,7,C,4.7,,226.0,,,R/ASP
2019-09-12,,TAI NAN ST,,5,F.P.,5.03,,,,,ASSIGN
2019-09-12,THE ADDITION,UN CHAU ST,,26,D,6.15,,,,,ASP
2019-09-12,THE ADDITION,UN CHAU ST,,21,F,4.92,,,,,ASP
2019-09-12,晉嶺,SAI YEUNG CHOI ST N,,20,C,7.6,,429.0,,5.0,ASSIGN
2019-09-12,KA PO BLDG,YEE KUK ST,,10,,3.83,,,,,ASSIGN
2019-09-12,WING NING BLDG,SHUN NING RD,BLK B,16,06,3.95,345.0,,11449.0,35.0,ASP
2019-09-12,TUNG LO COURT,TAI PO RD,BLK A,2,08,3.45,,,,60.0,ASP
