HMA_Lat,HMA_Lng,blg_age,RFT_UPrice,kfold
22.422714000000006,114.235127,11.0,15234,0
22.318245,114.190352,13.0,16850,0
22.495458,114.13488,17.0,13203,0
22.287405,114.217806,39.0,21100,0
22.329207,114.16325,54.0,10512,0
22.345219,114.098912,21.0,18224,0
22.314572,114.26522800000001,18.0,14327,0
22.456221,114.004887,10.0,12353,0
22.387220000000006,114.203433,35.0,18486,0
22.367217,114.113415,15.0,13793,0
22.286554,114.149623,51.0,17275,0
22.283267,114.222864,15.0,20081,0
22.287405,114.217806,35.0,20420,0
22.476001,114.047616,41.0,11675,0
22.288071,113.946923,15.0,11592,0
22.321239,114.231841,23.0,8440,0
22.334984,114.157164,64.0,17000,0
22.318245,114.190352,56.0,10467,0
22.308356,114.258804,3.0,19231,0
22.303931,114.188613,33.0,17995,0
22.38786,113.962247,28.0,8926,0
22.386717,113.980683,33.0,9125,0
22.336089,114.198736,19.0,12584,0
22.303931,114.188613,19.0,17263,0
22.326678,114.15206200000002,1.0,23607,0
22.379694,114.271803,2.0,15565,0
22.326678,114.15206200000002,1.0,24030,0
22.422714000000006,114.235127,20.0,13562,0
22.378791,114.10108600000001,17.0,14491,0
22.365632,114.043075,34.0,11732,0
22.398547,113.984565,35.0,9700,0
22.308356,114.258804,4.0,17549,0
22.386717,113.980683,19.0,11910,0
22.374723,113.998409,1.0,11752,0
22.477751,114.232487,18.0,9989,0
22.306935,114.234094,27.0,8911,0
22.333551,114.150051,17.0,18994,0
22.287405,114.217806,43.0,18569,0
22.458973,114.175596,34.0,16246,0
22.326678,114.15206200000002,1.0,23266,0
22.345219,114.098912,34.0,10863,0
22.299062,114.00735900000001,28.0,10244,0
22.288071,113.946923,15.0,10948,0
22.326678,114.15206200000002,2.0,22222,0
22.282582,114.158001,52.0,37578,0
22.290905,114.199282,39.0,15449,0
22.365632,114.043075,34.0,12570,0
22.387220000000006,114.203433,34.0,17697,0
22.288071,113.946923,4.0,12940,0
22.374723,113.998409,3.0,11595,0
22.320079999999997,114.163208,47.0,11640,0
22.345219,114.098912,24.0,14273,0
22.306935,114.234094,28.0,13877,0
22.290905,114.199282,35.0,16469,0
22.370731,114.061682,26.0,13383,0
22.306165,114.169556,54.0,12821,0
22.456221,114.004887,20.0,7231,0
22.324742999999998,114.20922900000001,35.0,17081,0
22.306935,114.234094,29.0,12834,0
22.266018,114.135264,41.0,14966,0
22.398547,113.984565,23.0,10530,0
22.393461,113.976603,37.0,10694,0
22.286277,114.134782,4.0,27594,0
22.505312,114.123523,27.0,15671,0
22.359881,114.12187,17.0,16019,0
22.387220000000006,114.203433,34.0,17434,0
22.365632,114.043075,34.0,10959,0
22.422714000000006,114.235127,2.0,14813,0
22.359881,114.12187,27.0,9147,0
22.375079,114.176475,35.0,18854,0
22.422714000000006,114.235127,26.0,15920,0
22.287121,114.190228,31.0,28114,0
22.281215,114.125334,16.0,20702,0
22.329207,114.16325,19.0,23168,0
22.318831,114.158824,20.0,22371,0
22.283267,114.222864,17.0,17765,0
22.280332,114.14030100000001,19.0,22575,0
22.442947,113.986349,28.0,9029,0
22.278841,114.232037,43.0,13366,0
22.308356,114.258804,3.0,17866,0
22.35144,114.05994,18.0,12377,0
22.317588,114.18068600000001,40.0,14145,0
22.287847,114.140927,21.0,20205,0
22.422714000000006,114.235127,6.0,15970,0
22.393461,113.976603,37.0,11353,0
22.288071,113.946923,13.0,11190,0
22.362391,114.112942,31.0,13501,0
22.303569,114.249728,17.0,18797,0
22.308356,114.258804,17.0,17730,0
22.443599,114.037216,16.0,15344,0
22.283267,114.222864,8.0,18555,0
22.270077,114.184586,18.0,44158,0
22.422714000000006,114.235127,7.0,16172,0
22.282909,114.216459,34.0,19014,0
22.456221,114.004887,19.0,7470,0
22.371246,114.116594,58.0,7067,0
22.417144,113.995154,15.0,9760,0
22.278823000000006,114.174415,55.0,15609,0
22.280332,114.14030100000001,25.0,21204,0
22.443599,114.037216,8.0,13184,0
22.270077,114.184586,43.0,15477,0
22.495458,114.13488,27.0,13404,0
22.320079999999997,114.163208,30.0,12385,0
22.280332,114.140301,25.0,23197,0
22.38786,113.962247,18.0,8969,0
22.288071,113.946923,17.0,11354,0
22.314572,114.26522800000001,18.0,14510,0
22.339159,114.187102,19.0,11386,0
22.375079,114.176475,9.0,15587,0
22.334984,114.157164,35.0,18048,0
22.370941,114.10003400000001,29.0,11236,0
22.326678,114.15206200000002,1.0,21938,0
22.280332,114.14030100000001,32.0,19406,0
22.398547,113.984565,39.0,12591,0
22.266018,114.135264,40.0,11905,0
22.375079,114.176475,8.0,16715,0
22.375079,114.176475,32.0,11968,0
22.345219,114.098912,35.0,11759,0
22.386717,113.980683,38.0,11875,0
22.44077,114.044454,6.0,12867,0
22.371246,114.116594,34.0,17740,0
22.340996,114.192475,8.0,17935,0
22.324725,114.252646,32.0,12968,0
22.442947,113.986349,28.0,9346,0
22.422714000000006,114.235127,7.0,16293,0
22.335467,114.1806,52.0,14038,0
22.308356,114.258804,2.0,17069,0
22.290905,114.199282,2.0,26228,0
22.282909,114.216459,33.0,16779,0
22.278841,114.232037,21.0,19377,0
22.335467,114.1806,16.0,40422,0
22.458973,114.175596,34.0,12332,0
22.422714000000006,114.235127,27.0,11467,0
22.333282,114.17413,53.0,28000,0
22.299062,114.00735900000001,20.0,10724,0
22.281018,114.186001,60.0,11231,0
22.318831,114.158824,15.0,21043,0
22.367217,114.113415,5.0,14708,0
22.365632,114.043075,32.0,10000,0
22.326678,114.15206200000002,1.0,22222,0
22.288071,113.946923,18.0,12188,0
22.393461,113.976603,7.0,15332,0
22.458973,114.175596,34.0,14599,0
22.477751,114.232487,24.0,9458,0
22.387220000000006,114.203433,38.0,15965,0
22.374723,113.998409,1.0,12233,0
22.287405,114.217806,40.0,17586,0
22.385196,114.18878600000001,35.0,18587,0
22.495458,114.13488,26.0,10182,0
22.282582,114.158001,21.0,24013,0
22.456221,114.004887,19.0,8154,0
22.387220000000006,114.203433,35.0,17887,0
22.393461,113.976603,6.0,15992,0
22.456221,114.004887,10.0,11667,0
22.314572,114.26522800000001,21.0,12853,0
22.363456,114.138795,47.0,10160,0
22.505312,114.123523,35.0,11243,0
22.261999,114.251559,19.0,17330,0
22.377048,113.963078,28.0,11974,0
22.281018,114.186001,54.0,15450,0
22.456221,114.004887,24.0,9492,0
22.452652,114.157858,28.0,15246,0
22.324725,114.252646,30.0,13367,0
22.35144,114.05994,14.0,12958,0
22.443163,114.025459,32.0,11819,0
22.429205,114.009878,27.0,9425,0
22.308356,114.258804,2.0,21218,0
22.505312,114.123523,30.0,8460,0
22.320079999999997,114.163208,56.0,16011,0
22.334984,114.157164,27.0,10753,0
22.33626,114.13976,48.0,12600,0
22.370731,114.061682,14.0,12118,0
22.476001,114.047616,27.0,11105,0
22.282695,114.200269,34.0,17000,0
22.264245000000006,114.183916,23.0,16005,0
22.422714000000006,114.235127,2.0,17507,0
22.329207,114.16325,19.0,17719,0
22.281018,114.186001,52.0,13095,0
22.378791,114.10108600000001,37.0,14058,0
22.287847,114.140927,3.0,24931,0
22.35144,114.05994,18.0,11921,0
22.287847,114.140927,32.0,18797,0
22.299062,114.00735900000001,32.0,8036,0
22.288071,113.946923,20.0,10336,0
22.375079,114.176475,33.0,15180,0
22.422714000000006,114.235127,25.0,15939,0
22.283267,114.222864,15.0,20408,0
22.345219,114.098912,33.0,16618,0
22.308356,114.258804,2.0,25900,0
22.452652,114.157858,29.0,11675,0
22.329207,114.16325,44.0,10067,0
22.280332,114.14030100000001,31.0,18028,0
22.422714000000006,114.235127,11.0,14203,0
22.286277,114.134782,53.0,30200,0
22.385196,114.18878600000001,35.0,18843,0
22.393461,113.976603,27.0,13776,0
22.270077,114.184586,38.0,19374,0
22.288071,113.946923,4.0,13278,0
22.266801,114.20231,45.0,25469,0
22.288071,113.946923,17.0,11583,0
22.242732,114.153397,3.0,16610,0
22.317588,114.18068600000001,55.0,12448,0
22.278823000000006,114.174415,60.0,8936,0
22.374723,113.998409,27.0,10280,0
22.422714000000006,114.235127,2.0,19113,0
22.303569,114.249728,12.0,15741,0
22.288071,113.946923,18.0,11811,0
22.335467,114.1806,58.0,18556,0
22.278841,114.232037,19.0,11993,0
22.318048,114.169792,56.0,8086,0
22.286277,114.134782,8.0,25732,0
22.278841,114.232037,45.0,13146,0
22.38786,113.962247,20.0,11190,0
22.386717,113.980683,38.0,13465,0
22.375079,114.176475,10.0,16691,0
22.343639000000003,114.160326,21.0,19386,0
22.294939000000007,114.26958,11.0,12908,0
22.281215,114.125334,6.0,26426,0
22.452652,114.157858,24.0,9851,0
22.308356,114.258804,19.0,11818,0
22.456221,114.004887,26.0,9398,0
22.287405,114.217806,39.0,20580,0
22.405932999999997,113.961629,19.0,13359,0
22.288887,114.211224,41.0,16624,0
22.422714000000006,114.235127,23.0,14824,0
22.422714000000006,114.235127,6.0,16204,0
22.277419,114.239531,32.0,16130,0
22.422714000000006,114.235127,17.0,13131,0
22.378791,114.10108600000001,40.0,11125,0
22.393461,113.976603,34.0,13525,0
22.243505,114.147505,26.0,16267,0
22.290905,114.199282,46.0,13505,0
22.374723,113.998409,17.0,12193,0
22.32008,114.163208,12.0,15011,0
22.317588,114.18068600000001,24.0,16864,0
22.387220000000006,114.203433,39.0,14360,0
22.324725,114.252646,23.0,15091,0
22.35144,114.05994,15.0,13122,0
22.448401999999998,114.026681,3.0,15204,0
22.342066,114.205093,21.0,16035,0
22.314572,114.26522800000001,18.0,14885,0
22.277419,114.239531,31.0,16834,0
22.308356,114.258804,14.0,18265,0
22.278823000000006,114.174415,40.0,16319,0
22.278841,114.232037,2.0,20040,0
22.243505,114.147505,28.0,16872,0
22.378791,114.10108600000001,34.0,15235,0
22.282695,114.200269,63.0,14025,0
22.495458,114.13488,20.0,8158,0
22.315212,114.225184,49.0,11657,0
22.38786,113.962247,27.0,6512,0
22.345219,114.098912,21.0,14029,0
22.339019,114.134772,39.0,12903,0
22.324725,114.252646,23.0,14538,0
22.242732,114.153397,32.0,8399,0
22.318245,114.190352,1.0,19087,0
22.47415,114.073089,13.0,10000,0
22.282909,114.216459,34.0,16475,0
22.290905,114.199282,19.0,20119,0
22.270077,114.184586,54.0,11561,0
22.279173,114.192871,21.0,25472,0
22.308356,114.258804,3.0,0,0
22.318245,114.190352,44.0,12609,0
22.280332,114.14030100000001,28.0,23462,0
22.345219,114.098912,20.0,16306,0
22.343639000000003,114.160326,20.0,12266,0
22.456221,114.004887,20.0,7231,0
22.456221,114.004887,28.0,10310,0
22.422714000000006,114.235127,9.0,13597,0
22.324725,114.252646,23.0,16484,0
22.367217,114.113415,31.0,14632,0
22.378791,114.10108600000001,17.0,15816,0
22.288071,113.946923,12.0,13084,0
22.281215,114.125334,15.0,23529,0
22.324742999999998,114.20922900000001,38.0,14516,0
22.252973,114.160797,39.0,16874,0
22.363456,114.138795,47.0,10390,0
22.329207,114.16325,52.0,8263,0
22.333551,114.150051,17.0,18963,0
22.308356,114.258804,14.0,16596,0
22.320079999999997,114.163208,44.0,14423,0
22.306935,114.234094,28.0,14722,0
22.306935,114.234094,28.0,15503,0
22.308356,114.258804,4.0,16949,0
22.314572,114.26522800000001,26.0,13287,0
22.288071,113.946923,18.0,12920,0
22.288071,113.946923,17.0,11002,0
22.294939000000007,114.26958,6.0,14830,0
22.326678,114.15206200000002,1.0,22313,0
22.308356,114.258804,2.0,16202,0
22.324725,114.252646,21.0,13732,0
22.315212,114.225184,35.0,13462,0
22.378791,114.10108600000001,33.0,14917,0
22.305873,114.193021,18.0,19890,0
22.422714000000006,114.235127,21.0,12556,0
22.35144,114.05994,18.0,11457,0
22.290905,114.199282,40.0,16009,0
22.495458,114.13488,11.0,11775,0
22.277419,114.239531,31.0,15765,0
22.278823000000006,114.174415,54.0,15477,0
22.345219,114.098912,31.0,14090,0
22.324742999999998,114.20922900000001,39.0,17013,0
22.288887,114.211224,33.0,18195,0
22.385196,114.18878600000001,36.0,18279,0
22.37792,113.980175,17.0,11815,0
22.345219,114.098912,35.0,11286,0
22.283267,114.222864,31.0,17571,0
22.308356,114.258804,4.0,17482,0
22.422714000000006,114.235127,26.0,17479,0
22.243505,114.147505,28.0,14925,0
22.320079999999997,114.163208,17.0,16282,0
22.306935,114.234094,17.0,11662,0
22.324742999999998,114.20922900000001,38.0,14069,0
22.456221,114.004887,10.0,11255,0
22.294939000000007,114.26958,11.0,13108,0
22.308356,114.258804,9.0,18330,0
22.333551,114.150051,17.0,16973,0
22.318048,114.169792,3.0,18730,0
22.370731,114.061682,25.0,14050,0
22.288071,113.946923,17.0,13629,0
22.283267,114.222864,15.0,23695,0
22.47415,114.073089,13.0,12675,0
22.456221,114.004887,20.0,8000,0
22.44077,114.044454,18.0,11262,0
22.308356,114.258804,2.0,18125,0
22.411317,114.20303,5.0,13030,0
22.330039000000006,114.201533,1.0,29928,0
22.329207,114.16325,38.0,14366,0
22.370941,114.10003400000001,30.0,12246,0
22.261497,114.234297,42.0,13720,0
22.377048,113.963078,34.0,11243,0
22.33626,114.13976,45.0,13181,0
22.422714000000006,114.235127,19.0,10426,0
22.308356,114.258804,2.0,24188,0
